Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
1485,766,o***t,0.015384615,0.016949153,0,0.295322421,0.694915254,0.993592814,0.295322421,0,7,0
1490,1368,k***m,0,0.083333333,0,0.614641204,0,0,0.614641204,0,1,0
1491,1619,4***d,0.034482759,0.125,0,0.809186508,0,0,0.809186508,1,7,0
1492,1619,2***m,0.5,0.125,0,0.966532738,0,0,0.966532738,1,7,0
1493,766,c***0,0.2,0.016949153,0,0.337749669,0.694915254,0.993592814,0.337749669,0,7,0
1500,100,a***l,0.049180328,0.142857143,0,0.99650463,0.142857143,0.993592814,0.996490741,0.833333333,5,0
1503,766,7***-,0.4,0.06779661,1,0.887417328,0.694915254,0.993592814,0.887409061,0,7,0
1505,2021,e***e,0.007246377,0.083333333,0,3.47222E-05,0,0,3.47222E-05,0,1,0
1506,2021,o***i,0.041666667,0.083333333,0,0.01849537,0,0,0.01849537,0,1,0
1507,2021,p***3,0.272727273,0.25,0,0.112002315,0,0,0.111944444,1,1,0
1509,2387,r***s,0.035714286,0.020833333,0,0.861331019,0.625,0.993592814,0.861331019,0,7,0
1510,2387,a***h,0.055555556,0.0625,0,0.81026455,0.625,0.993592814,0.81026455,0,7,0
1515,1232,n***w,0.129032258,0.5,0.5,0.156734222,0,0,0.156704923,0.666666667,3,0
1517,664,m***m,0.010638298,0.125,0,0.103846451,0,0.935345672,0.103846451,0.806451613,3,0
1520,664,l***l,0.020408163,0.375,0,0.134560185,0,0.935345672,0.102141204,0.8125,3,0
1522,1232,t***p,0.142857143,0.125,0,0.242928418,0,0,0.242928418,1,3,0
1523,521,p***i,0.233333333,0.5,1,0.78083664,0,0.993592814,0.780790344,0.769230769,7,1
1526,521,i***s,0.038461538,0.071428571,0,0.90807705,0,0.993592814,0.90807705,0,7,0
1527,521,s***i,0.010309278,0.071428571,0,0.982078373,0,0.993592814,0.982078373,0,7,0
1532,2434,r***c,0.027027027,0.066666667,0,2.48016E-05,0,0,2.48016E-05,0,7,0
1533,1530,l***l,0.006802721,0.052631579,0,0.137121914,0.052631579,0,0.137121914,0,3,0
1535,1530,1***n,0.047619048,0.052631579,0,0.402681327,0.052631579,0,0.402681327,0,3,0
1536,1530,e***s,0.076923077,0.105263158,0,0.274598765,0.052631579,0,0.274583333,0.933333333,3,0
1538,1530,k***7,0,0.052631579,0,0.582345679,0.052631579,0,0.582345679,0,3,0
1539,1530,u***d,0.222222222,0.105263158,0,0.873097994,0.052631579,0,0.872943673,1,3,0
1540,1232,6***2,0.1,0.125,0,0.381631047,0,0,0.381631047,1,3,0
1541,1530,1***a,0.3125,0.526315789,1,0.622229938,0.052631579,0,0.620582562,0.833333333,3,1
1544,2266,o***q,0.545454545,0.15,0,0.969525463,0.55,0.993592814,0.916388889,1,1,0
1545,655,n***t,0.010416667,0.021276596,0,0.995224868,0.617021277,0.993592814,0.995224868,0,7,0
1552,2434,o***p,0.1875,0.2,0.5,0.000234788,0,0,8.2672E-06,1,7,1
1555,1664,a***m,0.135802469,0.44,0.5,0.935833333,0.28,0,0.935601852,0.885714286,1,1
1559,2434,a***b,0.017241379,0.066666667,0,0.276903109,0,0,0.276903109,0,7,0
1560,2434,i***i,0.016528926,0.133333333,0,0.429856151,0,0,0.429856151,0.818181818,7,0
1561,664,i***c,0.028571429,0.125,0,0.551045525,0,0.935345672,0.551045525,0.866666667,3,0
1562,664,o***.,0,0.125,0,0.316242284,0,0.935345672,0.316242284,1,3,0
1573,2257,i***i,0.008264463,0.1,0,0.991486111,0,0,0.991486111,0.818181818,5,0
1574,521,n***t,0.010416667,0.071428571,0,0.998434193,0,0.993592814,0.998434193,0,7,0
1578,1232,r***g,0.034482759,0.125,0,0.978770604,0,0,0.978770604,0.823529412,3,0
1579,953,n***s,0.043478261,0.047619048,0,0.003715278,0.142857143,0,0.003715278,0,7,0
1584,650,b***d,0.833333333,0.625,1,0.01818287,0,0,0.01787037,1,1,1
1587,650,b***s,0.066666667,0.125,0,0.422372685,0,0,0.422372685,0.8,1,0
1596,916,n***8,0.055555556,0.021276596,0,1.15741E-05,0.617021277,0.993592814,1.15741E-05,0,7,0
1597,2408,a***i,0.056179775,0.065789474,1,0.908116733,0.763157895,0.993592814,0.908090278,0,7,0
1598,1165,y***b,0.034482759,0.017241379,0,0.000405093,0.689655172,0.993592814,0.000405093,0,1,0
1599,1165,i***c,0.085714286,0.051724138,0,0.000138889,0.689655172,0.993592814,5.78704E-05,0,1,0
1600,368,e***f,0.1,0.025,0,1.38889E-05,0.55,0.993592814,1.38889E-05,0,5,0
1601,368,e***e,0.057971014,0.2,1,0.930555556,0.55,0.993592814,0.930523148,0.865671642,5,1
1603,1165,p***b,0.125,0.017241379,0,0.048784722,0.689655172,0.993592814,0.048784722,0,1,0
1607,1165,n***a,0.031746032,0.034482759,0,0.149884259,0.689655172,0.993592814,0.149791667,0,1,0
1608,368,i***f,0.083333333,0.025,0,0.000451389,0.55,0.993592814,0.000451389,0,5,0
1609,43,r***z,0.95,0.333333333,1,0.854166667,0.684210526,0.993592814,0.850763889,1,1,1
1612,368,l***i,0.0125,0.025,0,0.533425926,0.55,0.993592814,0.533425926,0,5,0
1614,443,a***d,0.088235294,0.25,0.5,0.004641204,0,0.993592814,0.004594907,0.923076923,3,0
1615,1165,e***v,0.333333333,0.051724138,0,0.073425926,0.689655172,0.993592814,0.073368056,0,1,0
1617,1165,h***i,0.125,0.051724138,0,0.278819444,0.689655172,0.993592814,0.278668982,0,1,0
1619,1847,e***i,0.022727273,0.03030303,0,0.029070767,0.454545455,0,0.029070767,0,7,0
1624,443,s***9,0.125,0.083333333,0,0.08336034,0,0.993592814,0.08336034,0,3,0
1626,443,v***i,0.2,0.083333333,0,0.706006944,0,0.993592814,0.706006944,0,3,0
1627,2408,s***k,0.045454545,0.026315789,0,0.963776455,0.763157895,0.993592814,0.963673942,0,7,0
1629,547,y***a,0.055555556,0.166666667,0,9.9206E-06,0,0,9.9206E-06,0.642857143,7,0
1630,443,i***u,0.24,0.5,1,0.790883488,0,0.993592814,0.790841049,1,3,1
1632,1847,9***g,0,0.03030303,0,0.024647818,0.454545455,0,0.024647818,0,7,0
1635,1847,a***r,0.194029851,0.393939394,1,0.24400959,0.454545455,0,0.002091601,0.88,7,1
1637,2165,z***r,0,0.02,0,0.002497685,0.64,0.993592814,0.002497685,0,5,0
1638,2165,5***9,0.5,0.02,0,0.003923611,0.64,0.993592814,0.003923611,0,5,0
1639,2165,b***a,0.016666667,0.02,0,0.165391204,0.64,0.993592814,0.165391204,0,5,0
1643,2165,3***d,0.25,0.02,0,0.348960648,0.64,0.993592814,0.348960648,0,5,0
1644,2165,b***b,0.025974026,0.04,0,0.968831019,0.64,0.993592814,0.414094907,0,5,0
1652,2447,s***a,0.010869565,0.045454545,0,0.363657407,0.181818182,0.993592814,0.363657407,0,3,0
1655,2397,a***a,0.003021148,0.083333333,0,0.008555556,0,0,0.008555556,0,5,0
1656,39,l***e,0.028571429,0.038461538,0,0.211296296,0.307692308,0.993592814,0.211296296,0,1,0
1657,39,m***-,0.055555556,0.038461538,0,0.375613426,0.307692308,0.993592814,0.375613426,0,1,0
1658,39,4***4,0.125,0.038461538,0,0.426736111,0.307692308,0.993592814,0.426736111,0,1,0
1659,2397,-***s,0.285714286,0.166666667,0,0.286877315,0,0,0.286854167,1,5,0
1660,39,.***r,0.25,0.038461538,0,0.642881944,0.307692308,0.993592814,0.642881944,0,1,0
1661,2397,n***c,0.047619048,0.083333333,0,0.58050463,0,0,0.58050463,0,5,0
1663,1476,j***a,0.092592593,0.111111111,0,0.592161045,0.6,0.961233291,0.124499008,1,7,0
1671,458,t***c,0.217391304,1,1,0.070798611,0,0,0.069328704,0.8,1,1
1673,290,2***o,0.24137931,0.7,0.5,0.592172068,0,0,0.58125,0.777777778,3,0
1685,1628,u***1,0.666666667,0.052631579,0,0.951473214,0.526315789,0.993592814,0.928840939,0,7,0
1686,741,1***1,0.018518519,0.052631579,0,0.008564815,0.052631579,0.993592814,0.008564815,0,1,0
1687,1628,i***i,0.033057851,0.105263158,0.5,0.928994709,0.526315789,0.993592814,0.927833995,0.818181818,7,1
1688,741,s***h,0.1,0.052631579,0,0.056921296,0.052631579,0.993592814,0.056921296,0,1,0
1690,741,3***3,0.571428571,0.421052632,0.5,0.049398148,0.052631579,0.993592814,0.000300926,1,1,1
1692,741,n***s,0.043478261,0.052631579,0,0.957164352,0.052631579,0.993592814,0.957164352,0,1,0
1693,741,.***r,0.25,0.052631579,0,0.1584375,0.052631579,0.993592814,0.1584375,0,1,0
1694,741,o***o,0.009803922,0.052631579,0,0.315428241,0.052631579,0.993592814,0.315428241,0,1,0
1695,1592,0***y,0.054054054,0.285714286,0,0.016882716,0,0,0.016712963,0.75,3,0
1696,1592,n***e,0.014084507,0.142857143,0,0.032094907,0,0,0.032094907,1,3,0
1698,1610,1***d,0.2,0.076923077,0,0.138881173,0,0,0.138881173,0,3,0
1700,1610,y***e,0.020833333,0.076923077,0,0.29566358,0,0,0.29566358,0,3,0
1701,1610,s***a,0.043478261,0.307692308,0,0.138977624,0,0,0.138761574,0.903225806,3,0
1703,1610,r***l,0.04,0.076923077,0,0.341774691,0,0,0.341774691,0,3,0
1704,1610,n***s,0.043478261,0.076923077,0,0.79376929,0,0,0.79376929,0,3,0
1708,1060,b***6,0.2,0.142857143,0,0.059150132,0,0,0.059150132,0.666666667,7,0
1709,1060,n***0,0.105263158,0.285714286,0,0.130267857,0,0,0.130267857,0.75,7,0
1710,1060,u***r,0.014084507,0.142857143,0,0.450765542,0,0,0.450765542,0.933333333,7,0
1711,459,c***i,0.045454545,0.222222222,0,0.322326389,0,0,0.322280093,0.923076923,1,0
1712,459,o***e,0.022727273,0.111111111,0,0.461018519,0,0,0.461018519,0.916666667,1,0
1715,1310,7***r,0.111111111,0.05,0,0.014611442,0.1,0.993592814,0.014611442,0,7,0
1717,742,k***y,0.25,0.057142857,0,0.932352844,0.485714286,0.993592814,0.926719577,0,7,0
1721,1310,r***f,0.054054054,0.1,0,0.000954034,0.1,0.993592814,0.000947421,0.933333333,7,0
1723,742,1***w,0.5,0.028571429,0,0.933707011,0.485714286,0.993592814,0.933707011,0,7,0
1724,1310,a***z,0.176470588,0.15,0,0.657766204,0.1,0.993592814,0.019368386,1,7,0
1725,155,s***i,0.164948454,0.761904762,1,0.692094907,0.142857143,0,0.691875,0.75,3,1
1729,1759,y***r,0.2,0.071428571,0,0.01181713,0,0,0.01181713,0,1,0
1730,1592,2***t,0.25,0.285714286,0,0.985212191,0,0,0.979367284,1,3,0
1735,741,s***n,0.023529412,0.105263158,0,0.000358796,0.052631579,0.993592814,9.25926E-05,0.935483871,1,0
1738,1378,a***y,0.086956522,0.222222222,0,0.438722994,0,0,2.70062E-05,0.866666667,3,0
1739,1378,a***k,0.08,0.666666667,1,0.219783951,0,0,0.219699074,0.891891892,3,1
1741,1745,8***8,0.357142857,0.5,1,0.350482253,0,0,0.350455247,0.857142857,3,1
1746,2060,r***t,0.105263158,0.074074074,0,0.104975198,0.333333333,0,0.045039683,0,7,0
1748,1974,f***2,1,0.2,0,0.000578704,0,0,0.00037963,1,5,0
1754,1974,m***-,0.333333333,0.4,0.5,0.158050926,0,0,0.085252315,0.875,5,0
1755,1974,r***n,0.176470588,0.2,0,0.183849537,0,0,0.15675463,0.7,5,0
1757,1974,q***r,0.5,0.066666667,0,0.340636574,0,0,0.340636574,0,5,0
1762,134,r***m,0.04,0.041666667,0,0.365911045,0.25,0,0.365911045,0,7,0
1764,327,h***m,0.105263158,0.2,0,0.865462963,0,0,0.865381944,0.727272727,1,0
1766,1614,l***l,0.013605442,0.074074074,0,0.316863426,0.333333333,0.935280953,0.263260582,0,7,0
1770,1614,u***i,0.340909091,0.555555556,0.5,0.469102183,0.333333333,0.935280953,0.005899471,0.909090909,7,1
1773,1614,m***m,0.021276596,0.074074074,0,0.578973214,0.333333333,0.935280953,0.578963294,0,7,0
1774,1975,r***f,0.189189189,0.7,1,0.005046296,0,0,6.94444E-05,0.933333333,3,1
1775,1975,a***m,0.012345679,0.1,0,0.010092593,0,0,0.010092593,0.885714286,3,0
1776,71,s***k,0.227272727,0.185185185,0.5,0.052306548,0.666666667,0.999935281,0.004247685,0.9,7,1
1778,71,i***i,0.024793388,0.055555556,0,0.063009259,0.666666667,0.999935281,0.062982804,0,7,0
1783,71,v***k,0.125,0.018518519,0,0.434497355,0.666666667,0.999935281,0.434497355,0,7,0
1784,71,n***d,0.025,0.018518519,0,0.122726521,0.666666667,0.999935281,0.122726521,0,7,0
1785,2282,8***5,0.2,0.095238095,0,0.096747685,0.142857143,0.993592814,0.010162037,0,1,0
1788,2282,a***y,0.173913043,0.19047619,0,0.549733796,0.142857143,0.993592814,0.019675926,0.866666667,1,0
1789,2048,y***a,0.055555556,0.166666667,0,0.000840278,0,0,0.000840278,0.642857143,5,0
1790,2048,o***o,0.009803922,0.166666667,0,0.943990741,0,0,0.943990741,0.888888889,5,0
1791,2048,b***e,0.16,0.666666667,0,0.173997685,0,0,0.173923611,0.555555556,5,0
1793,1939,0***r,0.125,0.25,0,0.409826389,0,0,0.409826389,1,1,0
1794,1939,9***i,0.083333333,0.125,0,0.773865741,0,0,0.773865741,1,1,0
1798,2116,a***a,0.003021148,0.027777778,0,0.029645062,0.5,0.993592814,0.029645062,0,3,0
1801,2116,r***-,0.1,0.027777778,0,0.528206019,0.5,0.993592814,0.528206019,0,3,0
1809,42,e***f,0.6,0.4,1,0.590763889,0,0.993592814,0.590632716,0.75,3,1
1812,2516,a***p,0.25,0.03125,0,0.909178241,0.4375,0.993592814,0.909178241,0,7,0
1814,1207,6***a,0.75,0.375,0,0.040393519,0,0,0.040386905,1,7,0
1815,1207,a***a,0.009063444,0.375,0,0.113916997,0,0,0.039644511,0.848214286,7,0
1816,2282,m***-,0.222222222,0.19047619,0.5,0.943321759,0.142857143,0.993592814,0.942905093,0.875,1,1
1817,71,w***t,0.333333333,0.018518519,0,0.140653109,0.666666667,0.999935281,0.140653109,0,7,0
1818,71,t***t,0.121212121,0.074074074,0.5,0.890727513,0.666666667,0.999935281,0.890727513,0,7,0
1821,71,h***t,0.055555556,0.018518519,0,0.397008929,0.666666667,0.999935281,0.397008929,0,7,0
1823,71,r***h,0.008196721,0.018518519,0,0.554892527,0.666666667,0.999935281,0.554892527,0,7,0
1824,1248,e***0,0.058823529,0.035714286,0,0.998998016,0.678571429,0.993592814,0.998091931,0,7,0
1827,42,t***n,0.009259259,0.066666667,0,0.000451389,0,0.993592814,0.000451389,0,3,0
1828,42,g***g,0.028571429,0.066666667,0,1.54321E-05,0,0.993592814,1.54321E-05,0,3,0
1829,42,0***0,0.022222222,0.066666667,0,0.002947531,0,0.993592814,0.002947531,0,3,0
1831,1707,l***l,0.006802721,0.052631579,0,0.724006283,0.052631579,0,0.724006283,0,7,0
1832,1707,r***b,0.263157895,0.263157895,0.5,0.796321098,0.052631579,0,0.720560516,0.833333333,7,1
1833,1482,g***g,0.028571429,0.111111111,0,0.100539021,0,0.676469483,0.100539021,1,7,0
1834,1482,o***w,0.6,0.333333333,0,0.146044974,0,0.676469483,0.146031746,1,7,0
1835,1482,s***k,0.022727273,0.111111111,0,0.149029431,0,0.676469483,0.149029431,0.9,7,0
1838,42,o***s,0.04,0.066666667,0,0.002326389,0,0.993592814,0.002326389,0,3,0
1839,71,o***i,0.041666667,0.018518519,0,0.626314484,0.666666667,0.999935281,0.626314484,0,7,0
1843,1904,m***r,0.075,0.3,0.5,0.807592593,0,0,0.807592593,1,1,1
1851,1730,n***i,0.015384615,0.029411765,0,0.846349206,0.470588235,0.993592814,0.846349206,0,7,0
1852,1730,g***p,0.066666667,0.029411765,0,0.974733796,0.470588235,0.993592814,0.974733796,0,7,0
1855,787,i***f,0.083333333,0.041666667,0,0.014039352,0.25,0,0.014039352,0,3,0
1859,1591,n***n,0.012987013,0.071428571,0,0.819442791,0,0.993592814,0.819442791,0,7,0
1868,1591,0***2,0.0625,0.142857143,0,0.965132275,0,0.993592814,0.965127315,0.909090909,7,0
1874,953,i***n,0.2,0.380952381,0,0.726168982,0.142857143,0,0.726122685,0.866666667,7,0
1876,428,l***l,0.006802721,0.076923077,0,9.2593E-06,0,0,9.2593E-06,0,5,0
1880,1730,n***l,0.054054054,0.058823529,0,0.998311839,0.470588235,0.993592814,0.998311839,0,7,0
1881,2527,n***e,0.098591549,0.233333333,1,0.895712963,0.4,0.993592814,0.130465278,1,5,1
1882,2527,d***y,1,0.166666667,0.5,0.553761574,0.4,0.993592814,0.550395833,1,5,1
1888,787,o***r,0.076923077,0.125,0,0.13027392,0.25,0,0.130243056,0.75,3,0
1891,719,o***v,0,0.125,0,0.004259259,0,0,0.004259259,1,1,0
1892,719,y***s,0.081081081,0.375,0,0.071041667,0,0,0.070925926,0.857142857,1,0
1893,719,l***o,0.09375,0.375,0,0.276331019,0,0,0.276122685,0.923076923,1,0
1895,719,d***p,0.25,0.125,0,0.381527778,0,0,0.381527778,1,1,0
1897,360,a***a,0.003021148,0.090909091,0,1.92901E-05,0,0,1.92901E-05,0,3,0
1898,787,l***k,0.125,0.083333333,0,0.377897377,0.25,0,0.377808642,0,3,0
1900,787,s***l,0.028571429,0.041666667,0,0.913113426,0.25,0,0.913113426,0,3,0
1901,787,a***k,0.026666667,0.083333333,0,0.975625,0.25,0,0.000127315,0,3,0
1902,2536,1***t,0.181818182,0.181818182,0,0.004696759,0,0,0.004657407,0.6,5,0
1903,2536,c***r,0.052631579,0.090909091,0,0.000428241,0,0,0.000428241,0,5,0
1905,2536,a***c,0.045454545,0.090909091,0,0.009997685,0,0,0.009997685,0,5,0
1906,2536,c***u,0.142857143,0.272727273,0,0.494569444,0,0,0.025733796,1,5,0
1907,2536,d***u,0.052631579,0.090909091,0,0.011064815,0,0,0.011064815,0,5,0
1908,87,s***a,0.010869565,0.083333333,0,0.023909722,0,0,0.023909722,0,5,0
1914,87,2***6,1,0.25,0,0.08212963,0,0,0.082115741,1,5,0
1915,87,a***n,0.08,0.666666667,1,0.284326389,0,0,0.013027778,0.666666667,5,1
1923,655,r***r,0.07826087,0.191489362,1,0.639806548,0.617021277,0.993592814,0.639794974,0.87755102,7,1
1924,2534,1***e,0.125,0.090909091,0,0.011863426,0,0,0.011863426,0,5,0
1928,453,v***8,0.666666667,0.4,0,0.70393287,0.1,0,0.70393287,1,5,0
1931,1369,m***7,0.2,0.055555556,0,0.935568783,0,0,0.935568783,0,7,0
1933,1165,a***s,0.246753247,0.327586207,1,0.759039352,0.689655172,0.993592814,0.747662037,0.923076923,1,1
1934,2165,o***d,0.3,0.12,0,0.973206019,0.64,0.993592814,0.973152778,0.875,5,0
1935,461,t***r,0.05,0.045454545,0,0.013635913,0.181818182,0.993592814,0.013635913,0,7,0
1936,43,n***i,0.015384615,0.01754386,0,0.311875,0.684210526,0.993592814,0.311875,0,1,0
1937,2165,a***c,0.045454545,0.02,0,0.971490741,0.64,0.993592814,0.971490741,0,5,0
1938,2165,l***b,0.333333333,0.02,0,0.974601852,0.64,0.993592814,0.974601852,0,5,0
1939,43,5***p,0.25,0.01754386,0,0.54943287,0.684210526,0.993592814,0.54943287,0,1,0
1940,43,a***z,0.058823529,0.01754386,0,0.523217593,0.684210526,0.993592814,0.523217593,0,1,0
1941,43,_***n,0.066666667,0.01754386,0,0.532430556,0.684210526,0.993592814,0.532430556,0,1,0
1942,43,_***p,1,0.070175439,1,0.709548611,0.684210526,0.993592814,0.546481482,0,1,1
1944,2408,i***i,0.041322314,0.065789474,0,0.000325728,0.763157895,0.993592814,0.000120701,0,7,0
1946,2408,1***s,0.043478261,0.013157895,0,0.296502976,0.763157895,0.993592814,0.296502976,0,7,0
1947,2408,1***1,0.074074074,0.052631579,0.5,0.130213294,0.763157895,0.993592814,0.129775132,0,7,0
1950,2408,b***n,0.2,0.013157895,0,0.618888889,0.763157895,0.993592814,0.618888889,0,7,0
1953,1847,o***o,0.019607843,0.060606061,0,0.49796627,0.454545455,0,0.497954696,0,7,0
1954,1847,a***i,0.011235955,0.03030303,0,0.73994213,0.454545455,0,0.73994213,0,7,0
1955,1847,a***n,0.02,0.060606061,0,0.514183201,0.454545455,0,0.514178241,0,7,0
1956,1847,h***k,0.125,0.03030303,0,0.919408069,0.454545455,0,0.919408069,0,7,0
1957,2394,4***1,0.076923077,0.083333333,0,0.050863095,0,0,0.050863095,0,7,0
1958,2394,n***a,0.031746032,0.166666667,0,0.048804564,0,0,0.048804564,0.80952381,7,0
1959,2394,f***e,0.071428571,0.083333333,0,0.099183201,0,0,0.099183201,0,7,0
1962,572,e***o,0.028571429,0.032258065,0,1.32275E-05,0.419354839,0.993592814,1.32275E-05,0,7,0
1963,1847,n***6,0.625,0.151515152,1,0.866071429,0.454545455,0,0.846585648,1,7,1
1965,354,b***7,0.571428571,0.363636364,1,0.019414683,0,0,0.019408069,0.75,7,1
1967,1165,i***a,0.016393443,0.034482759,0,0.170266204,0.689655172,0.993592814,0.170231482,0,1,0
1968,1165,n***d,0.025,0.017241379,0,0.257118056,0.689655172,0.993592814,0.257118056,0,1,0
1969,2394,a***a,0.003021148,0.083333333,0,0.753834325,0,0,0.753834325,0,7,0
1971,1165,r***0,0.052631579,0.017241379,0,0.285231482,0.689655172,0.993592814,0.285231482,0,1,0
1974,1897,1***t,0.181818182,0.08,0,0.958773148,0.28,0.993592814,0.958764881,0,7,0
1977,2165,l***l,0.006802721,0.02,0,0.890152778,0.64,0.993592814,0.890152778,0,5,0
1982,2165,m***m,0.021276596,0.04,0,0.854032407,0.64,0.993592814,0.854032407,0,5,0
1987,2415,l***r,0.043478261,0.021276596,0,0.93077877,0.617021277,0.993592814,0.93077877,0,7,0
1988,2251,a***a,0.003021148,0.166666667,0,0.141468254,0,0,0.141468254,0.848214286,7,0
1989,2251,c***i,0.090909091,0.666666667,0,0.795257937,0,0,0.739763558,0.923076923,7,0
1990,2251,e***e,0.007246377,0.166666667,0,0.780340609,0,0,0.780340609,0.865671642,7,0
1997,1447,e***n,0.090909091,0.2,0,0.090034722,0,0,0.014219907,0.818181818,5,0
1999,175,t***r,0.05,0.0625,0,0.266208664,0,0,0.266208664,0,7,0
2000,175,w***g,1,0.375,0,0.270593585,0,0,0.010782077,1,7,0
2001,2480,r***m,0.12,0.090909091,0,0.905663029,0.454545455,0.999935281,0.905663029,0,7,0
2002,2480,s***k,0.045454545,0.060606061,0,0.906258267,0.454545455,0.999935281,0.906246693,0,7,0
2005,2480,u***h,0.230769231,0.090909091,0,0.908809524,0.454545455,0.999935281,0.90879795,0,7,0
2007,2480,i***p,0.666666667,0.060606061,0,0.193359788,0.454545455,0.999935281,0.193303571,0,7,0
2011,2480,n***e,0.014084507,0.03030303,0,0.909697421,0.454545455,0.999935281,0.909697421,0,7,0
2019,1041,k***y,0.125,0.05,0,0.9925,0.1,0.993592814,0.9925,0,1,0
2020,1392,z***z,0.076923077,0.3,0.5,0.048025794,0,0,0.032301587,0.5,7,1
2023,1060,6***e,0.0625,0.142857143,0,0.638948413,0,0,0.638948413,0.9,7,0
2025,1060,n***o,0.048780488,0.285714286,0,0.937015542,0,0,0.289877646,1,7,0
2026,1041,i***v,0.294117647,0.25,0,0.918298611,0.1,0.993592814,0.918252315,0.75,1,0
2028,1041,f***r,0.5,0.05,0,0.943923611,0.1,0.993592814,0.943923611,0,1,0
2030,742,s***a,0.086956522,0.228571429,1,0.880522487,0.485714286,0.993592814,0.864808201,0.903225806,7,1
2039,2110,4***b,0.5,0.029411765,0,0.879969136,0.470588235,0.993592814,0.879969136,0,3,0
2040,224,c***c,0.074074074,0.363636364,0,0.000142196,0,0,1.65344E-05,0.95,7,0
2044,1628,t***m,0.25,0.026315789,0,0.959785053,0.526315789,0.993592814,0.959785053,0,7,0
2045,155,e***t,0.017241379,0.047619048,0,0.796990741,0.142857143,0,0.796990741,0,3,0
2046,155,s***f,0.25,0.047619048,0,0.823912037,0.142857143,0,0.823912037,0,3,0
2047,224,s***0,0.05,0.090909091,0,0.117791005,0,0,0.117791005,0,7,0
2048,155,a***r,0.014925373,0.047619048,0,0.841118827,0.142857143,0,0.841118827,0,3,0
2052,1127,m***t,0.045454545,0.047619048,0,0.907914352,0.142857143,0.993592814,0.907914352,0,5,0
2054,1027,l***e,0.028571429,0.076923077,0,0.100446429,0,0,0.100446429,0,7,0
2055,1127,c***c,0.018518519,0.047619048,0,0.964180556,0.142857143,0.993592814,0.964180556,0,5,0
2056,1027,n***j,0.428571429,0.230769231,0,0.812000661,0,0,0.811987434,0.75,7,0
2058,1127,e***a,0.020408163,0.047619048,0,0.99825463,0.142857143,0.993592814,0.99825463,0,5,0
2060,1027,o***y,0.2,0.307692308,0,0.906155754,0,0,0.906155754,1,7,0
2061,224,w***s,0.285714286,0.181818182,0,0.805947421,0,0,0.74395668,1,7,0
2062,224,****y,1,0.181818182,0,0.882151124,0,0,0.723488757,1,7,0
2065,742,n***t,0.010416667,0.028571429,0,0.96317295,0.485714286,0.993592814,0.96317295,0,7,0
2068,742,o***a,0.107692308,0.2,0,0.935003307,0.485714286,0.993592814,0.835987103,0.923076923,7,0
2069,742,r***0,0.052631579,0.028571429,0,0.982607474,0.485714286,0.993592814,0.982607474,0,7,0
2070,556,m***0,0.0625,0.036363636,0,0.530798611,0.672727273,0.99935281,0.53066358,0,3,0
2071,556,e***e,0.007246377,0.018181818,0,0.308479938,0.672727273,0.99935281,0.308479938,0,3,0
2073,742,2***2,0.01754386,0.028571429,0,0.99452877,0.485714286,0.993592814,0.99452877,0,7,0
2074,742,k***e,0.1,0.057142857,0,0.983718585,0.485714286,0.993592814,0.983713624,0,7,0
2075,2110,0***b,0.058823529,0.029411765,0,0.919305556,0.470588235,0.993592814,0.919305556,0,3,0
2076,2110,n***c,0.047619048,0.029411765,0,0.991385031,0.470588235,0.993592814,0.991385031,0,3,0
2077,2110,a***m,0.086419753,0.205882353,1,0.953869599,0.470588235,0.993592814,0.950462963,0.885714286,3,1
2080,38,i***a,0.008196721,0.090909091,0,0.997615741,0,0.993592814,0.997615741,0,1,0
2081,23,0***b,0.058823529,0.023809524,0,0.984236111,0.571428571,0.993592814,0.984236111,0,5,0
2083,741,t***t,0.03030303,0.052631579,0,0.982164352,0.052631579,0.993592814,0.982164352,0,1,0
2084,741,l***h,0.058823529,0.052631579,0,0.992395833,0.052631579,0.993592814,0.992395833,0,1,0
2086,741,c***h,0.04,0.052631579,0,0.984930556,0.052631579,0.993592814,0.984930556,0,1,0
2089,556,n***z,0.111111111,0.018181818,0,0.43554784,0.672727273,0.99935281,0.43554784,0,3,0
2090,556,e***0,0.029411765,0.018181818,0,0.754598765,0.672727273,0.99935281,0.754598765,0,3,0
2093,691,y***k,0.25,0.052631579,0,0.79556713,0.052631579,0,0.79556713,0,7,0
2094,691,a***o,0.008403361,0.052631579,0,0.926661706,0.052631579,0,0.926661706,0,7,0
2095,1041,a***h,0.018518519,0.05,0,0.999560185,0.1,0.993592814,0.999560185,0,1,0
2096,2227,y***n,0.03030303,0.071428571,0,0.562731482,0,0,0.562731482,0,7,0
2097,860,o***t,0.046153846,0.048387097,0,0.127787698,0.709677419,0.993592814,0.127787698,0,7,0
2100,2249,s***r,0.095238095,0.086956522,0,0.68306713,0.217391304,0,0.68306713,0,1,0
2101,2242,t***l,0.043478261,0.2,0,0.000960648,0,0,0.000960648,1,1,0
2102,2242,.***t,0,0.2,0,0.053159722,0,0,0.053159722,1,1,0
2103,1156,z***1,0,0.034482759,0,0.001215278,0.379310345,0,0.001215278,0,3,0
